Ticker,Buy Date,Buy Price,% Below Lower Band,Sell Date,Sell Price,% Gain,Days Held
GEN,2024-02-02,20.626787185668945,8.517004310252027,2024-03-13,21.60847282409668,4.759275545877493,40
LII,2024-02-02,414.7132873535156,3.9910782298250416,2024-03-13,464.7182312011719,12.05771441922244,40
CHTR,2024-02-02,319.2099914550781,13.514555364931105,2024-03-13,298.3999938964844,-6.51921873238805,40
SWK,2024-02-02,85.49629211425781,4.529149461894334,2024-03-07,86.73841094970703,1.4528335729334823,34
JNJ,2024-02-02,149.31846618652344,2.29704997192936,2024-02-22,154.1411895751953,3.2298238200809646,20
HON,2024-02-02,190.0167236328125,2.492501170479679,2024-03-07,197.39378356933597,3.882321405972068,34
APD,2024-02-05,209.73782348632807,16.09161601021707,2024-03-18,236.2797088623047,12.654792032638202,42
BMY,2024-02-05,44.617923736572266,3.767656147049915,2024-02-21,47.34260177612305,6.106689445339265,16
REG,2024-02-05,57.67627334594727,3.245680545545645,2024-03-04,59.24935150146485,2.7274268330100306,28
LKQ,2024-02-05,44.412506103515625,2.1376393514404373,2024-02-12,47.13496017456055,6.129926702851422,7
LH,2024-02-05,215.53982543945312,2.227522969816492,2024-03-18,206.3061370849609,-4.283982477793198,42
LYV,2024-02-05,87.41000366210938,2.613205871628564,2024-02-15,93.83000183105467,7.344695000542884,10
MCD,2024-02-05,276.0355529785156,2.909124561301537,2024-03-18,270.4322204589844,-2.029931455955374,42
POOL,2024-02-05,359.3038024902344,3.9006584505173794,2024-03-01,395.2948913574219,10.016896180263974,25
KDP,2024-02-05,29.80861473083496,2.166885958033838,2024-03-18,28.339311599731445,-4.92912248479505,42
YUM,2024-02-05,122.68064880371094,2.5829078928064813,2024-02-14,130.13877868652344,6.079304238719432,9
JKHY,2024-02-05,160.13560485839844,2.3669566888880285,2024-02-08,170.7400360107422,6.622156991083168,3
CBRE,2024-02-05,83.33999633789062,3.015778729438281,2024-02-15,94.3000030517578,13.150956558038859,10
INVH,2024-02-05,30.6378116607666,3.66272654343181,2024-02-29,32.396968841552734,5.741784694886777,24
AVB,2024-02-05,161.7162322998047,5.099784048144987,2024-03-04,176.15737915039062,8.929930313868299,28
PPG,2024-02-05,133.14642333984375,3.918131081283563,2024-03-18,135.22555541992188,1.5615380630776206,42
TPL,2024-02-05,465.5906066894531,4.128990971255628,2024-02-22,509.3939208984375,9.408118114848694,17
LIN,2024-02-05,393.2324523925781,1.3491404192490506,2024-02-06,407.8867492675781,3.7266244903841477,1
DOC,2024-02-05,16.13251495361328,8.518889893702562,2024-03-18,15.961674690246582,-1.0589809701582533,42
CZR,2024-02-05,42.75,4.778875372220383,2024-03-18,39.83000183105469,-6.830405073556286,42
ENPH,2024-02-05,97.8000030517578,9.571293586279596,2024-02-09,122.47000122070312,25.224946215890657,4
TAP,2024-02-05,58.43648910522461,2.2522817797676424,2024-03-07,61.47947311401367,5.207335442945014,31
SPG,2024-02-05,126.85607147216795,3.527705238621706,2024-02-15,137.25196838378906,8.195032993672639,10
EA,2024-02-05,133.8732147216797,1.974446462846384,2024-02-09,139.49838256835938,4.2018620815032515,4
LW,2024-02-06,97.60626983642578,4.756327956057739,2024-03-18,99.3447494506836,1.781114693934372,41
KR,2024-02-06,43.53407287597656,2.561040698517762,2024-02-16,46.3935546875,6.56837649826554,10
VRTX,2024-02-06,416.1300048828125,3.6049955492304586,2024-03-18,411.3800048828125,-1.1414702002413069,41
CARR,2024-02-06,53.32864761352539,2.8738860647099296,2024-03-04,56.1173210144043,5.22922205169822,27
FOX,2024-02-07,26.84012222290039,5.706083790054231,2024-03-18,26.67072486877441,-0.6311348089966884,40
FOXA,2024-02-07,28.874616622924805,6.177869381510261,2024-03-18,29.372745513916016,1.7251446053684567,40
BIIB,2024-02-07,240.5399932861328,2.553448236539777,2024-03-18,219.3999938964844,-8.788559066974553,40
OMC,2024-02-07,82.2663803100586,3.246593385969491,2024-03-07,88.38489532470703,7.437442843100676,29
KHC,2024-02-07,33.77713394165039,2.3958612500218743,2024-03-18,32.77463150024414,-2.9679914321270164,40
WBD,2024-02-07,9.75,5.856225610842945,2024-03-18,8.479999542236328,-13.025645720653046,40
MRNA,2024-02-08,93.66000366210938,7.024989050094728,2024-03-11,111.9800033569336,19.56010994929703,32
SNA,2024-02-08,255.79339599609372,7.537457306054626,2024-03-07,285.2296447753906,11.507822031396945,28
DUK,2024-02-08,87.40399932861328,3.404059191296243,2024-03-07,90.14193725585938,3.132508750488926,28
PYPL,2024-02-08,56.130001068115234,9.502771086292128,2024-03-13,62.45000076293945,11.259575226365545,34
PNW,2024-02-08,62.37141799926758,3.5089019955680416,2024-03-07,67.04998016357422,7.501131631096763,28
EG,2024-02-08,343.57684326171875,5.524987239676182,2024-03-11,367.9090576171875,7.082029779560478,32
CPAY,2024-02-08,265.1199951171875,7.740223324797979,2024-03-07,293.07000732421875,10.542400694703119,28
KVUE,2024-02-08,18.24599838256836,7.06507990602576,2024-03-07,18.88241577148437,3.4879833680355077,28
PM,2024-02-08,83.39170837402344,3.546185031685877,2024-03-08,86.83007049560547,4.123146279916101,29
RCL,2024-02-09,115.69600677490234,5.597408420501852,2024-03-20,134.05386352539062,15.867320975221944,40
NCLH,2024-02-09,16.420000076293945,5.729704113973506,2024-02-27,19.09000015258789,16.26065812355693,18
HRL,2024-02-09,27.497291564941406,4.74786045419172,2024-02-29,33.42066192626953,21.541650192487776,20
EXPE,2024-02-09,130.52333068847656,12.477214879564215,2024-03-20,137.48204040527344,5.331391468553166,40
CPB,2024-02-09,39.70808029174805,4.364945712184893,2024-03-20,40.99416732788086,3.2388547285175138,40
CAG,2024-02-09,25.262741088867188,4.7165178079574535,2024-03-19,26.608856201171875,5.328460231490458,39
IPG,2024-02-09,28.7542667388916,5.005865458223921,2024-03-11,31.104846954345703,8.174717988112778,31
AMGN,2024-02-09,277.861328125,5.846276976362294,2024-03-20,262.651611328125,-5.473851614943943,40
TTWO,2024-02-09,154.91000366210938,6.008340591818354,2024-03-20,148.42999267578125,-4.1830810361752775,40
VRSN,2024-02-12,195.30740356445312,2.8424472203250337,2024-03-25,186.68093872070312,-4.416865252577685,42
SPGI,2024-02-12,424.6537780761719,3.7058919540227704,2024-03-25,414.5900573730469,-2.369864869380682,42
AMCR,2024-02-13,8.226481437683105,5.1028516479267125,2024-03-07,8.84774398803711,7.551983859201114,23
ADI,2024-02-13,180.0029754638672,4.524594996632873,2024-03-07,194.1195373535156,7.842404745404939,23
WBA,2024-02-13,19.920522689819336,4.3858314842427735,2024-03-25,19.286399841308597,-3.1832641059906326,41
BR,2024-02-13,189.0608062744141,4.465771717133784,2024-03-04,200.78189086914065,6.199637474154153,20
AES,2024-02-13,14.813889503479004,4.273011801167492,2024-03-25,15.230531692504885,2.8125104411507413,41
O,2024-02-13,47.3433837890625,5.294650022959059,2024-03-25,48.17870330810547,1.764384909124194,41
NTRS,2024-02-13,73.80057525634766,3.547707352710357,2024-03-04,80.54522705078125,9.139023335530815,20
VICI,2024-02-13,26.895641326904297,3.229547473610879,2024-03-25,26.90378761291504,0.03028849883788895,41
NEM,2024-02-13,30.93105697631836,6.249998374080137,2024-03-25,33.00431442260742,6.702834138116922,41
BK,2024-02-13,51.884056091308594,2.251733372168857,2024-03-21,55.14786529541016,6.290582213460196,37
PAYC,2024-02-13,184.85862731933597,3.5894166252869377,2024-03-25,189.48976135253903,2.5052301319986365,41
ED,2024-02-13,83.04438018798828,2.568655069821653,2024-03-06,86.09134674072266,3.6690821773092055,22
EPAM,2024-02-13,272.6700134277344,5.659979815122473,2024-02-16,311.9800109863281,14.416692567117236,3
KIM,2024-02-13,18.202695846557617,3.3888234468712066,2024-03-25,17.80372428894043,-2.1918267545663497,41
SBAC,2024-02-13,203.05682373046875,7.00873561645398,2024-03-08,217.4532623291016,7.089857082440244,24
MCO,2024-02-13,364.9168090820313,6.013680818531818,2024-03-21,391.88482666015625,7.390182339356881,37
MDT,2024-02-13,79.53315734863281,3.243363786076181,2024-03-25,79.85578918457031,0.40565701990585706,41
TROW,2024-02-13,97.5704116821289,3.9734586410810118,2024-03-04,108.57200622558594,11.27554383935442,20
MTD,2024-02-13,1157.56005859375,3.8071635276809976,2024-02-28,1243.5699462890625,7.430274313351891,15
FCX,2024-02-13,35.915531158447266,5.7183551358395635,2024-03-07,39.00156021118164,8.592463909610165,23
EXR,2024-02-13,130.10452270507812,4.461468988852661,2024-03-04,138.4901885986328,6.445330046337724,20
STT,2024-02-13,67.60932922363281,3.578342459382526,2024-03-21,72.1920394897461,6.778221761311894,37
IT,2024-02-13,446.239990234375,3.239413517925334,2024-03-25,473.6099853515625,6.133469818070806,41
MU,2024-02-13,81.00138854980469,5.483422279722429,2024-02-27,91.25447082519533,12.657909276563089,14
ARE,2024-02-13,104.31255340576172,6.515409868338286,2024-03-25,116.98509979248048,12.148630220395692,41
AKAM,2024-02-14,114.8000030517578,7.191448500785653,2024-03-25,108.55999755859376,-5.435544710178027,40
EQT,2024-02-14,32.18706512451172,5.823195140857844,2024-02-21,36.59292221069336,13.688284623460145,7
WMB,2024-02-14,31.089435577392575,3.649930920071344,2024-02-29,33.8079948425293,8.744318494844556,15
SJM,2024-02-14,118.35162353515624,3.972580969827122,2024-03-25,117.81794738769533,-0.4509242302893978,40
ROL,2024-02-15,40.91838455200195,4.384293575458915,2024-03-26,45.12410736083984,10.278320747225385,40
DE,2024-02-15,356.86846923828125,5.898808886080362,2024-03-19,383.1447448730469,7.363014079347241,33
ADBE,2024-02-16,546.6599731445312,10.635954603746562,2024-03-27,504.3999938964844,-7.730578663909927,40
WDC,2024-02-16,40.74041748046875,6.050192736713719,2024-03-01,48.51127243041992,19.074068039868703,14
DLR,2024-02-16,130.07064819335938,4.848380811686008,2024-03-04,146.77110290527344,12.839526014422281,17
HPE,2024-02-16,14.315755844116213,3.4687848289998158,2024-03-04,16.444421768188477,14.869392487907982,17
NTAP,2024-02-16,83.28629302978516,2.7205525219031643,2024-03-01,102.33203887939452,22.86780352056028,14
PARA,2024-02-16,11.68118953704834,11.321311492239621,2024-03-20,12.22999382019043,4.698188325782139,33
ORCL,2024-02-20,106.68049621582033,5.089474476704343,2024-03-12,125.45903778076172,17.602600504361547,21
EXPD,2024-02-20,113.40287017822266,8.370504460502895,2024-04-01,116.83724212646484,3.0284700403479805,41
ACN,2024-02-21,351.4789123535156,2.089069850877517,2024-04-01,330.3070373535156,-6.023654408804315,40
PANW,2024-02-21,130.98500061035156,25.171204469577685,2024-04-01,139.7100067138672,6.6610726898955335,40
VRSK,2024-02-21,235.55296325683597,3.390103760770063,2024-04-01,231.0879821777344,-1.8955316958730657,40
KEYS,2024-02-21,144.0399932861328,7.479850895603249,2024-04-01,155.0,7.609002516471473,40
IFF,2024-02-21,74.66910552978516,4.9623250098625515,2024-04-01,84.39775085449219,13.029010131675303,40
AWK,2024-02-26,114.08319091796876,3.6559115176539527,2024-03-28,118.72695922851562,4.070510539879579,31
FRT,2024-02-26,91.36539459228516,3.4974737463854844,2024-04-08,95.7959976196289,4.849322927039455,42
HSY,2024-02-27,180.06651306152344,3.1429821147026047,2024-03-11,191.466796875,6.331151539310044,13
GOOG,2024-02-28,136.61790466308594,4.674385947473827,2024-03-18,147.60264587402344,8.040484325994475,19
UNH,2024-02-28,485.0676574707031,3.5097464465527106,2024-04-08,445.65869140625,-8.12442665626152,40
GOOGL,2024-02-28,135.56695556640625,4.5733200973918535,2024-03-18,146.79957580566406,8.285662381608633,19
RMD,2024-02-28,172.025634765625,5.4758525707053485,2024-03-07,190.45835876464844,10.715103027602229,8
HUM,2024-02-28,344.82012939453125,4.226306347267206,2024-04-08,312.06964111328125,-9.497846990184852,40
TKO,2024-02-28,82.5145492553711,3.4670557778999833,2024-03-20,86.93230438232422,5.353910512533718,21
PFE,2024-02-29,24.10955238342285,2.7266652089664793,2024-03-11,25.752561569213867,6.814764370825522,11
XEL,2024-02-29,49.90418243408203,9.994708180224709,2024-04-09,52.0492057800293,4.298283713555686,40
DAY,2024-03-01,68.25,3.947647633452686,2024-04-10,62.2400016784668,-8.805858346568796,40
ALL,2024-03-01,151.36029052734375,2.1200659549389167,2024-03-15,158.23809814453125,4.5439973676219925,14
MO,2024-03-04,35.32706069946289,1.8963902415522502,2024-03-06,36.85644912719727,4.329226370530268,2
ADP,2024-03-04,238.4425506591797,2.047771773855868,2024-04-15,237.7548675537109,-0.2884062024867891,42
WDAY,2024-03-04,273.0199890136719,8.299778041817934,2024-04-15,259.6300048828125,-4.9043969927743465,42
MRK,2024-03-04,118.5330047607422,2.396993193050739,2024-03-27,126.6890869140625,6.880853286207733,23
LVS,2024-03-04,49.40597534179688,5.1165969665315485,2024-04-15,48.96746444702149,-0.8875665174945255,42
NKE,2024-03-04,97.07127380371094,4.029995398226822,2024-04-15,90.7909927368164,-6.469762701985314,42
AAPL,2024-03-04,174.04884338378906,4.748910397134043,2024-04-15,171.6533203125,-1.376351043026915,42
SWKS,2024-03-05,96.17066955566406,3.4446756515903285,2024-03-07,103.33099365234376,7.445434382189957,2
DDOG,2024-03-05,123.52999877929688,5.384497820521083,2024-04-08,125.76000213623048,1.805232234250898,34
PEP,2024-03-05,155.12156677246094,3.0060259970794347,2024-03-18,163.94790649414062,5.689950085810149,13
PAYX,2024-03-05,115.05690002441406,1.9241086480721143,2024-04-09,121.14324188232422,5.289853851979923,35
SBUX,2024-03-05,88.3314208984375,3.2973413128407514,2024-04-15,82.47300720214844,-6.6323100395101795,41
TYL,2024-03-05,417.1799926757813,4.350848609897446,2024-04-15,400.6799926757813,-3.955127352625288,41
ADSK,2024-03-05,247.2899932861328,4.216692680581025,2024-04-15,229.6199951171875,-7.145456204731995,41
CLX,2024-03-05,143.90255737304688,1.8198416824310817,2024-03-08,149.43211364746094,3.842569844036528,3
MTCH,2024-03-06,33.24427795410156,6.011746045821195,2024-04-15,31.397371292114254,-5.555562567901835,40
TSLA,2024-03-06,176.5399932861328,8.5519553094086,2024-04-15,161.47999572753906,-8.530643554622085,40
BX,2024-03-06,118.55178833007812,2.7843953414485854,2024-03-21,126.58985137939452,6.780212397080334,15
BF-B,2024-03-07,53.02573013305664,5.4541231074932695,2024-04-16,47.30555725097656,-10.787541949401804,40
GL,2024-03-08,121.92503356933594,2.255042524749411,2024-04-17,62.498294830322266,-48.740391533473776,40
BA,2024-03-11,192.4900054931641,4.77886276402129,2024-04-22,170.47999572753906,-11.43436497351374,42
LUV,2024-03-12,27.92986488342285,14.710193096965323,2024-04-22,28.87186622619629,3.3727386319456967,41
IDXX,2024-03-13,540.1799926757812,4.004266357015124,2024-04-22,479.5700073242188,-11.22033140311823,40
DLTR,2024-03-13,128.4199981689453,11.840927134708073,2024-04-22,121.69000244140624,-5.240613474145441,40
PLD,2024-03-14,124.32233428955078,1.9324684763704132,2024-04-23,100.413818359375,-19.23107064133148,40
APTV,2024-03-14,76.19999694824219,2.843303554294441,2024-03-21,80.55999755859375,5.721785807042792,7
PCG,2024-03-14,16.070148468017578,2.337375664005151,2024-04-23,16.86562728881836,4.950040271151969,40
TDY,2024-03-14,415.55999755859375,2.580826118575114,2024-04-23,407.05999755859375,-2.0454326811861874,40
FICO,2024-03-14,1202.0,6.140202980290741,2024-04-23,1188.18994140625,-1.14892334390599,40
ENPH,2024-03-14,110.41000366210938,11.42611615256012,2024-04-23,113.4800033569336,2.780544871839167,40
JBL,2024-03-15,122.7779769897461,14.608742329596785,2024-04-24,119.87677764892578,-2.362963954897716,40
UNP,2024-03-15,237.32504272460935,2.594914271728371,2024-04-24,225.51370239257807,-4.9768621955910035,40
TTD,2024-03-15,76.72000122070312,6.854203113674433,2024-04-24,83.79000091552734,9.215327922748205,40
INTU,2024-03-15,619.7823486328125,4.377047172466983,2024-04-24,630.5404052734375,1.7357797724243622,40
CNC,2024-03-15,75.47000122070312,3.679500971992431,2024-04-24,76.19000244140625,0.9540230675199889,40
NWSA,2024-03-15,25.318965911865234,2.5073544834722377,2024-04-24,24.37607955932617,-3.724031841668545,40
NWS,2024-03-15,26.25810813903809,2.9139018443110327,2024-04-24,25.155742645263672,-4.198190851897376,40
ICE,2024-03-15,132.70230102539062,2.0120144314061394,2024-04-24,130.662109375,-1.5374199502390427,40
EPAM,2024-03-18,292.70001220703125,3.8519930867663246,2024-04-29,239.2100067138672,-18.27468509134525,42
JNJ,2024-03-18,150.59628295898438,2.0987279219281034,2024-04-29,141.047119140625,-6.3409027306206065,42
ABT,2024-03-18,109.19609832763672,5.354329050781602,2024-04-29,104.69190216064452,-4.124869144571096,42
JBHT,2024-03-18,188.69024658203125,5.537563316490896,2024-04-29,160.0314483642578,-15.188277474275441,42
MPWR,2024-03-18,666.482666015625,6.3465743285360645,2024-04-29,673.0824584960938,0.9902421798789924,42
INCY,2024-03-18,57.34000015258789,3.61324249074957,2024-04-29,52.560001373291016,-8.336237821026831,42
EQIX,2024-03-20,803.8689575195312,6.33288870825766,2024-04-29,707.8389282226562,-11.945980548022568,40
ULTA,2024-03-20,523.9600219726562,4.388688932043333,2024-04-29,410.0400085449219,-21.74211936987809,40
STE,2024-03-21,224.32701110839844,2.118503124254411,2024-04-30,202.07115173339844,-9.921167881225685,40
DRI,2024-03-21,155.43312072753906,5.019865382760958,2024-04-30,147.2949676513672,-5.235790826356347,40
CTSH,2024-03-21,71.18707275390625,5.8979084861761,2024-04-30,64.41949462890625,-9.506751525512955,40
LULU,2024-03-22,403.1900024414063,12.25787048939902,2024-05-01,354.3999938964844,-12.10099661437224,40
JKHY,2024-03-22,166.26156616210938,1.9533226834402961,2024-05-01,159.93389892578125,-3.8058508544052114,40
TECH,2024-03-25,68.80905151367188,5.539747343065157,2024-05-01,73.02388763427734,6.125409416184163,37
DHR,2024-03-25,245.9686737060547,2.2165118609363037,2024-05-06,245.8387756347656,-0.05281081909004634,42
TPR,2024-03-25,44.16704559326172,3.1610055844787635,2024-05-06,38.28133392333984,-13.326025299776509,42
YUM,2024-03-25,131.3854217529297,2.4100215774726483,2024-04-24,138.40264892578125,5.340948089391119,30
EL,2024-03-25,135.40481567382812,6.179222035845292,2024-05-06,126.5607452392578,-6.531577470534354,42
NSC,2024-03-25,239.9482269287109,3.3624321533119215,2024-05-06,224.2734832763672,-6.5325523980640705,42
HST,2024-03-26,18.78520774841309,2.4495719763886563,2024-05-06,17.56842613220215,-6.477339151672308,41
BXP,2024-03-26,55.99220275878906,4.2737480640047405,2024-05-06,57.389915466308594,2.4962631199575966,41
MDLZ,2024-03-26,67.24740600585938,2.2961180217178927,2024-05-06,67.55169677734375,0.4524944374179454,41
UPS,2024-03-26,134.54100036621094,5.712408408884571,2024-05-06,137.2357635498047,2.0029308361457088,41
CSX,2024-03-26,35.46229934692383,3.961932423036233,2024-05-06,33.057579040527344,-6.7810614389985435,41
ES,2024-03-26,53.05519104003906,4.004144826610522,2024-05-06,56.27865219116211,6.07567532588923,41
CNP,2024-03-26,26.32671546936035,2.4835701496023885,2024-04-25,28.366722106933597,7.748808011950649,30
VTRS,2024-03-26,10.954777717590332,3.5218358132447647,2024-05-06,11.162538528442385,1.8965315062344568,41
LHX,2024-04-01,203.3589630126953,2.0007102583386613,2024-04-26,209.1898193359375,2.8672728444618287,25
COO,2024-04-01,99.23999786376952,2.123423253547632,2024-05-09,94.69000244140624,-4.584840306636475,38
WBA,2024-04-01,18.267391204833984,6.316672759138334,2024-05-13,16.93987274169922,-7.267148594176233,42
MOH,2024-04-02,380.9200134277344,5.986879190720472,2024-05-13,352.3500061035156,-7.500264180694948,41
MNST,2024-04-02,56.900001525878906,4.186169661791659,2024-05-10,55.459999084472656,-2.530759934604425,38
BIIB,2024-04-02,207.63999938964844,5.154517137575955,2024-04-29,215.5,3.78539810896542,27
EQR,2024-04-02,57.99856185913086,1.8789416544825883,2024-04-08,60.82031631469727,4.86521452449114,6
WMT,2024-04-02,58.35665893554688,2.3060650032641137,2024-05-13,59.79595184326172,2.466373048026089,41
IQV,2024-04-02,245.50999450683597,3.0260198302842523,2024-05-13,229.0399932861328,-6.7084850267651985,41
PANW,2024-04-02,136.6999969482422,3.6959429812090856,2024-04-23,146.7449951171875,7.348206578781843,21
WTW,2024-04-02,263.844482421875,1.8585312423366454,2024-05-13,249.9237060546875,-5.276129422683484,41
REGN,2024-04-02,952.0482788085938,1.1035033423447396,2024-05-03,954.3618774414062,0.24301274255836783,31
EXPE,2024-04-03,129.9757843017578,3.504393736382033,2024-05-13,112.16583251953124,-13.702515339994537,40
HD,2024-04-03,348.9991149902344,4.611217725359745,2024-05-09,336.9165344238281,-3.462066248146315,36
ROST,2024-04-03,139.63194274902344,2.800517561287688,2024-05-13,131.81761169433594,-5.596377806425781,40
INTC,2024-04-03,39.91365814208984,6.846211317087516,2024-05-13,30.317676544189453,-24.04184944346459,40
GILD,2024-04-03,67.84319305419922,3.1934326092547884,2024-05-13,64.63717651367188,-4.725627430250948,40
PG,2024-04-03,150.41732788085938,3.031991966737497,2024-05-13,160.8121795654297,6.910674342522381,40
BRO,2024-04-04,83.35112762451172,2.103362102402402,2024-05-07,84.77501678466797,1.7083022158629029,33
VRTX,2024-04-04,404.010009765625,2.2159384312442367,2024-05-07,410.239990234375,1.5420361669662956,33
GPC,2024-04-04,143.19749450683594,3.0504829200306047,2024-04-19,156.2233123779297,9.096400684909977,15
CMCSA,2024-04-04,39.4134635925293,3.00676454866543,2024-05-14,38.06165313720703,-3.4298189808887978,40
EXPD,2024-04-04,113.97200012207033,3.077894628716899,2024-05-10,116.11112213134766,1.8768838021498362,36
CHD,2024-04-04,100.67659759521484,1.8557059472109498,2024-04-22,104.4729232788086,3.7708124571883515,18
DECK,2024-04-04,146.30332946777344,4.491924688281174,2024-05-07,143.72999572753906,-1.7589030609185208,33
CRL,2024-04-04,250.66000366210935,5.407750180727029,2024-05-14,232.82000732421875,-7.117208999142512,40
CSCO,2024-04-04,46.4281120300293,2.121921944152157,2024-05-14,47.23875427246094,1.7460159523767074,40
CL,2024-04-04,84.55718231201172,1.4445088142666067,2024-04-26,88.56044006347656,4.734379318238189,22
CRWD,2024-04-04,309.19000244140625,4.384920451977947,2024-05-14,329.54998779296875,6.5849429770682395,40
GPN,2024-04-04,124.3677978515625,3.900643633053807,2024-05-14,108.7625961303711,-12.547622447907925,40
CCL,2024-04-04,15.0600004196167,7.788389493584138,2024-05-14,14.520000457763672,-3.5856570173108353,40
CRM,2024-04-04,291.9658508300781,3.0016941458989526,2024-05-14,274.7539978027344,-5.89515964911969,40
FTV,2024-04-04,62.70570755004883,1.7562366091049244,2024-05-14,57.989864349365234,-7.520596425643748,40
CHTR,2024-04-04,271.2300109863281,6.339508819990922,2024-05-08,272.7799987792969,0.5714661837501751,34
VRSK,2024-04-04,224.8734893798828,3.3084510850731728,2024-05-01,231.1177673339844,2.77679595372535,27
CARR,2024-04-04,54.84081268310547,3.238098999598084,2024-04-25,58.72925567626953,7.090418254071489,21
A,2024-04-04,140.00119018554688,3.3111159361844327,2024-05-09,143.7651824951172,2.6885430792279728,35
BLK,2024-04-04,770.1126708984375,3.41949214143039,2024-05-09,767.2347412109375,-0.3737024199514231,35
MMC,2024-04-04,197.00965881347656,1.8561852389007105,2024-05-14,201.24917602539065,2.151933685610791,40
MSCI,2024-04-04,525.614013671875,3.590372682030503,2024-05-14,480.8227844238281,-8.52169616543152,40
APTV,2024-04-04,75.2699966430664,3.7541911807404174,2024-05-03,80.81999969482422,7.373459943244276,29
PFE,2024-04-04,24.19124984741211,3.5189389289466506,2024-05-01,24.672351837158203,1.988743834157706,27
XYZ,2024-04-04,74.7300033569336,7.96910978887649,2024-05-14,71.19999694824219,-4.723680249057403,40
TRMB,2024-04-04,61.4900016784668,2.564628248447801,2024-05-14,57.09000015258789,-7.155637348794778,40
AJG,2024-04-04,237.8387451171875,3.893260168812318,2024-05-07,242.5103912353516,1.9642073522807588,33
RL,2024-04-04,167.8429718017578,5.746956511631848,2024-05-14,163.10601806640625,-2.822253255231002,40
ROL,2024-04-04,43.87393951416016,3.143440341623761,2024-05-06,46.36442565917969,5.676458901566677,32
ROP,2024-04-04,533.415283203125,2.3351861369961586,2024-05-14,517.0836181640625,-3.0617167436583155,40
LW,2024-04-04,78.74371337890625,20.100350116064742,2024-05-14,83.018798828125,5.4291133422264455,40
ABBV,2024-04-04,159.14085388183594,6.099614652925973,2024-05-14,154.59039306640625,-2.8593919816519655,40
LIN,2024-04-04,450.1439208984375,1.9174224429547884,2024-05-14,425.3853149414063,-5.500153352646805,40
SYY,2024-04-04,73.9504623413086,4.386873099378704,2024-05-14,73.3128662109375,-0.8621935687546523,40
MCD,2024-04-05,258.8899841308594,5.243590610963702,2024-05-15,265.8599853515625,2.6922637598757184,40
IPG,2024-04-05,29.69828414916992,3.079227268666689,2024-05-15,29.99092674255371,0.9853855256886016,40
HPQ,2024-04-05,27.808652877807617,3.20205704167638,2024-05-08,28.1239013671875,1.1336345229130582,33
SJM,2024-04-05,111.70928955078124,4.41437423335078,2024-05-15,108.91702270507812,-2.499583389109096,40
