Ticker,Buy Date,Buy Price,% Below 100-day MA,Sell Price,Sell Date,% Gain,Trading Days Held
PRU,2020-03-09,44.646240234375,34.85153956493651,39.70173263549805,2020-04-21,-11.074857754920135,30
PNC,2020-03-09,80.47395324707031,33.497378834298566,81.62134552001953,2020-04-21,1.4257933488448202,30
EOG,2020-03-09,29.034263610839844,50.411554832387026,31.55381202697754,2020-04-21,8.67784507955294,30
PFG,2020-03-09,29.0151481628418,32.66256987851908,23.295700073242188,2020-04-21,-19.711938252047993,30
DOW,2020-03-09,22.879535675048828,35.84442905709484,23.141828536987305,2020-04-21,1.1464081512131332,30
GE,2020-03-09,39.93243408203125,30.376759767880323,31.517934799194336,2020-04-21,-21.071841665227367,30
COP,2020-03-09,28.036569595336918,42.00242849147107,27.31240463256836,2020-04-21,-2.5829299847332337,30
STT,2020-03-09,43.994876861572266,31.186935134147532,47.25154113769531,2020-04-21,7.402371613335758,30
MOS,2020-03-09,10.809476852416992,38.78921779238618,9.875433921813965,2020-04-21,-8.640963326492308,30
EMN,2020-03-09,41.40512466430664,30.302478716802117,50.15744018554688,2020-04-09,21.138242167364346,23
KEY,2020-03-09,9.372248649597168,34.975487619116194,7.954080104827881,2020-04-21,-15.131571918231618,30
AMP,2020-03-09,99.29581451416016,33.547816912562865,94.12765502929688,2020-04-21,-5.204811008550891,30
VTRS,2020-03-09,12.025818824768066,30.02842261062088,12.653034210205078,2020-04-21,5.215573214401127,30
APA,2020-03-09,8.395513534545898,65.59360144903387,7.556262493133545,2020-04-21,-9.99642294612473,30
USB,2020-03-09,28.617435455322266,32.30994330503023,26.09518241882324,2020-04-21,-8.813693457741124,30
URI,2020-03-09,96.23202514648438,33.94519677499544,94.97756958007812,2020-04-21,-1.3035739032787867,30
HAS,2020-03-09,53.76210021972656,31.60796268749784,61.0434799194336,2020-04-17,13.54370396608005,28
MET,2020-03-09,27.341873168945312,33.92865160365498,26.33727264404297,2020-04-21,-3.674219826472464,30
TXT,2020-03-09,30.810304641723636,31.177806560468024,25.98203659057617,2020-04-21,-15.670951998991198,30
HBAN,2020-03-09,7.25649356842041,31.60006138872882,6.097991943359375,2020-04-21,-15.965033444013887,30
BKR,2020-03-09,10.739147186279297,42.21765568683018,10.953929901123049,2020-04-21,1.9999978687149902,30
FCX,2020-03-09,7.73023796081543,30.67028622741671,6.9600324630737305,2020-04-21,-9.963541894128879,30
TRGP,2020-03-09,11.719907760620115,64.42850458048217,7.003360271453857,2020-04-21,-40.243895988791465,30
TPR,2020-03-09,16.397794723510742,30.024842236798804,12.233838081359863,2020-04-21,-25.393394126227857,30
TPL,2020-03-09,144.80877685546875,36.67724815373363,143.55349731445312,2020-04-21,-0.8668532172386891,30
DD,2020-03-09,31.74674415588379,35.3543183661715,35.28720474243164,2020-04-21,11.152200582092384,30
WMB,2020-03-09,10.97039031982422,30.773001937272305,12.835064888000488,2020-04-13,16.997340238721293,24
PANW,2020-03-09,26.46333312988281,30.785440841013852,31.71500015258789,2020-04-16,19.84507014641635,27
TFC,2020-03-09,27.000389099121094,34.79437133200028,26.624835968017575,2020-04-21,-1.390917477984582,30
MTB,2020-03-09,91.34813690185548,32.6424204884365,88.00880432128906,2020-04-21,-3.6556110434460227,30
FITB,2020-03-09,14.66874885559082,35.86906242098916,13.242019653320312,2020-04-21,-9.726318286012013,30
LYV,2020-03-09,47.2599983215332,31.86412317834683,36.470001220703125,2020-04-21,-22.83114152357852,30
WFC,2020-03-09,28.439388275146484,31.441632216444308,23.501022338867188,2020-04-21,-17.36452939318316,30
BAC,2020-03-09,19.2537899017334,33.42625591208414,18.999177932739254,2020-04-21,-1.3223992278591434,30
ON,2020-03-11,15.06999969482422,30.763577634002292,13.920000076293944,2020-04-23,-7.631052699524894,30
LYB,2020-03-11,38.79889678955078,33.504948641946065,35.47224426269531,2020-04-23,-8.57409050803577,30
CNP,2020-03-11,15.35009765625,30.328777141780456,14.272293090820312,2020-04-23,-7.02148344307663,30
CF,2020-03-11,24.93264961242676,30.508908582118348,24.501564025878903,2020-04-23,-1.7290002998036755,30
WELL,2020-03-11,48.036354064941406,30.90418262050758,36.65863800048828,2020-04-23,-23.68563619351989,30
WDC,2020-03-11,33.615631103515625,30.112555276015375,29.717870712280277,2020-04-23,-11.595083189819121,30
VTR,2020-03-11,30.51883125305176,33.10982889274591,23.24808692932129,2020-04-23,-23.823796735346566,30
VLO,2020-03-11,43.37384033203125,33.3867886832301,41.50084686279297,2020-04-23,-4.318256015377752,30
BA,2020-03-11,189.0800018310547,39.60659873496055,137.74000549316406,2020-04-23,-27.15252583071347,30
GL,2020-03-12,60.80181121826172,37.16685373738086,72.72502136230469,2020-04-24,19.60995882382835,30
GM,2020-03-12,22.33171272277832,30.04312890391804,21.27522087097168,2020-04-24,-4.730903826865998,30
LVS,2020-03-12,41.69804763793945,32.268024950341804,42.1734733581543,2020-04-24,1.1401630223624,30
GS,2020-03-12,132.81480407714844,33.51874600822473,156.0142059326172,2020-04-24,17.467481894558126,30
LUV,2020-03-12,33.8947639465332,31.798310196982715,27.561222076416016,2020-04-24,-18.6859005128578,30
HPE,2020-03-12,7.698216438293457,35.01577278736485,8.04429817199707,2020-04-24,4.495609294408625,30
HST,2020-03-12,8.800690650939941,35.39305198675015,9.46251106262207,2020-04-24,7.520096296208803,30
L,2020-03-12,32.447021484375,34.31846371389235,31.674724578857425,2020-04-24,-2.3801781186278603,30
KMI,2020-03-12,9.885685920715332,32.66037088467662,10.427759170532228,2020-04-24,5.4834156594130565,30
HWM,2020-03-12,15.05837059020996,33.79452397535998,10.677382469177246,2020-04-24,-29.09337431156706,30
KIM,2020-03-12,10.019350051879885,32.89511244164976,6.976085662841797,2020-04-24,-30.373870293783117,30
IP,2020-03-12,21.428688049316406,30.660460740201135,23.308000564575195,2020-04-24,8.770077341803203,30
IPG,2020-03-12,12.323787689208984,32.23116311326581,11.903843879699709,2020-04-24,-3.407587180984859,30
IT,2020-03-12,102.33999633789062,30.995796388794002,109.76000213623048,2020-04-24,7.250347922469737,30
ZBRA,2020-03-12,161.50999450683594,31.66091596139301,208.6199951171875,2020-04-24,29.168473910360778,30
JPM,2020-03-12,75.46632385253906,32.2643231301752,78.5540542602539,2020-04-24,4.09153414408824,30
ACGL,2020-03-12,29.173566818237305,30.04090880499588,22.47924041748047,2020-04-24,-22.946547614369884,30
PCG,2020-03-12,8.999032020568848,37.01859803485954,10.53860092163086,2020-04-24,17.10816116159005,30
MCHP,2020-03-12,28.32869911193848,38.448116980090944,37.27915954589844,2020-04-24,31.595028061800377,30
ZBH,2020-03-12,94.81902313232422,30.3348718626051,108.48876953125,2020-04-24,14.416670776969548,30
WY,2020-03-12,15.433575630187988,34.42989469400921,16.219318389892578,2020-04-24,5.091125857884037,30
WSM,2020-03-12,19.05498313903809,38.94576382183512,24.747234344482425,2020-04-23,29.872769573763502,29
VST,2020-03-12,12.728230476379396,33.55618209171919,15.920003890991213,2020-04-24,25.076332649184803,30
VICI,2020-03-12,12.131939888000488,37.162191221634394,11.865550994873049,2020-04-24,-2.195765026753229,30
UBER,2020-03-12,22.61000061035156,35.96279378632365,29.489999771118164,2020-04-24,30.429009177543886,30
TTD,2020-03-12,19.26499938964844,30.817682305286908,24.41900062561035,2020-04-22,26.753186603947064,28
TSN,2020-03-12,44.41596984863281,35.059867789061606,50.57246398925781,2020-04-24,13.860992254826348,30
TRMB,2020-03-12,27.049999237060547,35.94115754928471,32.630001068115234,2020-04-24,20.628473155036776,30
TDG,2020-03-12,361.54345703125,32.175874464476905,270.8578186035156,2020-04-24,-25.082915114100924,30
SYY,2020-03-12,37.510929107666016,43.26198483345618,46.25861358642578,2020-04-24,23.32036205675328,30
SYF,2020-03-12,18.92682647705078,33.26431141689696,14.821792602539062,2020-04-24,-21.688970834540953,30
SWK,2020-03-12,89.6524658203125,32.83193023266834,92.2203369140625,2020-04-24,2.864250380906087,30
MAR,2020-03-12,90.81845092773438,31.426622867166408,78.21957397460938,2020-04-24,-13.872596178886731,30
STZ,2020-03-12,120.41755676269533,30.329048977960326,153.76760864257812,2020-04-14,27.69534009530283,22
SPG,2020-03-12,62.107383728027344,38.02614281308278,38.30290222167969,2020-04-24,-38.32794118423854,30
RL,2020-03-12,71.69365692138672,30.162172102112194,62.06682205200195,2020-04-24,-13.427735845502692,30
RJF,2020-03-12,37.245704650878906,32.285864925273145,37.91679382324219,2020-04-24,1.801789437610882,30
PTC,2020-03-12,54.16999816894531,31.517069648920774,65.0,2020-04-24,19.9926198950166,30
PH,2020-03-12,120.83106994628906,33.9103688701751,125.04718780517578,2020-04-24,3.489266345784107,30
PAYC,2020-03-12,188.90719604492188,34.21620895235453,208.4099578857422,2020-04-24,10.323990959128198,30
NWSA,2020-03-12,8.78868579864502,31.0306064188342,8.41693115234375,2020-04-24,-4.229923049002209,30
NWS,2020-03-12,8.986286163330078,31.361350160276075,8.576083183288574,2020-04-24,-4.564766496257377,30
NUE,2020-03-12,28.48560905456543,33.575863151188905,34.37018203735352,2020-04-24,20.658055692317955,30
NTRS,2020-03-12,53.49372482299805,34.7742123484376,72.0349349975586,2020-04-09,34.66053305487768,20
NTAP,2020-03-12,30.897016525268555,34.732817965844994,37.49874877929688,2020-04-24,21.36689232965009,30
NSC,2020-03-12,119.12480926513672,32.09235868951132,143.3780975341797,2020-04-24,20.359561050849027,30
MS,2020-03-12,26.24184226989746,38.27650229348233,31.823789596557617,2020-04-24,21.271171700712944,30
SRE,2020-03-12,43.49566650390625,31.059969213549017,53.51093673706055,2020-04-24,23.02590358571663,30
FTNT,2020-03-12,15.161999702453612,32.12633346896618,21.576000213623047,2020-04-06,42.303130438206516,17
JBL,2020-03-12,22.87554359436035,38.63795363803773,24.483753204345703,2020-04-24,7.03025745968211,30
BKNG,2020-03-12,1264.3699951171875,31.945347475017353,1345.7086181640625,2020-04-24,6.433134554046117,30
DAL,2020-03-12,32.89464569091797,38.65050962150742,21.86796188354492,2020-04-24,-33.52121166156065,30
EXPE,2020-03-12,64.74896240234375,38.74220837094089,66.2721176147461,2020-04-24,2.3524009588564607,30
COF,2020-03-12,57.99697494506836,34.56888703765246,51.17917251586914,2020-04-24,-11.75544489287015,30
ALGN,2020-03-12,180.1199951171875,30.490918724170324,191.97000122070312,2020-04-24,6.578950935350579,30
DAY,2020-03-12,48.619998931884766,31.234055033454645,51.619998931884766,2020-04-24,6.17030042350045,30
DELL,2020-03-12,15.26628875732422,32.00867032394377,18.50699234008789,2020-04-24,21.227841515894923,30
F,2020-03-12,4.161408424377441,34.35770267590873,3.788048267364502,2020-04-24,-8.971966193604157,30
BX,2020-03-12,33.2096061706543,31.305274564170038,40.14830780029297,2020-04-24,20.893658280627434,30
AMCR,2020-03-12,5.284546852111816,33.729080552726444,7.224841594696045,2020-04-09,36.71638830884517,20
CDW,2020-03-12,86.00471496582031,30.040464041374072,98.5100326538086,2020-04-24,14.540269906083752,30
DIS,2020-03-12,90.30455780029295,31.88896189651935,99.53075408935548,2020-04-24,10.216755957618561,30
BLDR,2020-03-12,14.760000228881836,41.45366202780408,14.729999542236328,2020-04-24,-0.20325668143828043,30
APTV,2020-03-12,59.400001525878906,31.183098673962796,62.7400016784668,2020-04-24,5.62289573533554,30
APO,2020-03-12,26.233367919921875,33.77553697772818,34.12953186035156,2020-04-09,30.09969579404734,20
DHI,2020-03-12,37.18954849243164,30.74114813173063,38.82049560546875,2020-04-24,4.385498558470049,30
BBY,2020-03-12,44.723392486572266,34.85831618525646,56.70380783081055,2020-04-23,26.78780539252535,29
AXP,2020-03-12,77.61227416992188,33.06635037890462,77.70706176757812,2020-04-24,0.12212964852534151,30
AFL,2020-03-12,27.651935577392575,36.43816141080602,31.937902450561523,2020-04-24,15.49969932908795,30
CAT,2020-03-12,82.24606323242188,31.368409799921093,108.68675231933594,2020-04-07,32.148273178978116,18
BK,2020-03-12,25.02827262878418,34.2384553650768,30.31880569458008,2020-04-24,21.138226933453797,30
FDX,2020-03-12,88.25425720214844,34.35361719266714,111.96460723876952,2020-04-24,26.865956145675746,30
BEN,2020-03-12,12.830612182617188,31.214501687525665,12.380212783813477,2020-04-24,-3.5103500315745535,30
BG,2020-03-12,31.03330993652344,30.84287069487476,34.00358200073242,2020-04-24,9.571238357379453,30
CRWD,2020-03-12,37.81999969482422,35.14377496607252,57.33000183105469,2020-03-24,51.586468253992265,8
AES,2020-03-12,9.989578247070312,37.14909808679266,10.547287940979004,2020-04-24,5.582915315491456,30
MDT,2020-03-16,66.10623931884766,30.441890013092255,86.79468536376953,2020-04-09,31.295754013681066,18
CRL,2020-03-16,104.66000366210938,33.56514870503371,144.97999572753906,2020-04-17,38.52473786987545,23
SMCI,2020-03-16,1.7380000352859497,34.892222726444665,2.2769999504089355,2020-04-28,31.01265271460741,30
TSLA,2020-03-16,29.67133331298828,32.42081849317134,43.39666748046875,2020-04-13,46.25789485999391,19
NVR,2020-03-16,2321.780029296875,38.959458562422846,3163.840087890625,2020-04-28,36.26786551561297,30
FSLR,2020-03-16,31.540000915527344,37.269782021372826,42.290000915527344,2020-04-23,34.08370224462393,27
AVGO,2020-03-16,16.1962833404541,36.69332271923448,23.5008602142334,2020-04-14,45.10032777417745,20
DOV,2020-03-16,70.66486358642578,32.09602046170698,86.70518493652344,2020-04-27,22.69914712349192,29
DTE,2020-03-16,59.330936431884766,33.21990158309064,79.49616241455078,2020-04-09,33.98770893464124,18
LW,2020-03-16,48.046478271484375,40.72621739510549,55.11968231201172,2020-04-28,14.721586877940428,30
APH,2020-03-16,16.250734329223633,31.49601229510483,19.969810485839844,2020-04-23,22.88558831417366,27
DOC,2020-03-16,16.91092300415039,35.65578284800888,20.13061141967773,2020-04-28,19.03910516733559,30
CRM,2020-03-16,123.22028350830078,30.017877047167975,161.20742797851562,2020-04-17,30.8286455676397,23
SWKS,2020-03-16,60.247825622558594,39.131012846473176,85.63352966308594,2020-04-24,42.135469252557016,28
PHM,2020-03-16,22.805307388305664,42.85339224209567,27.45539283752441,2020-04-28,20.39036514633109,30
CSX,2020-03-16,15.21721076965332,33.15605561646717,19.847993850708008,2020-04-24,30.43122127406918,28
CVX,2020-03-16,55.167598724365234,33.55542278432079,68.99510955810547,2020-04-17,25.064550847730118,23
TJX,2020-03-16,38.3491325378418,32.16792622066911,45.86014175415039,2020-04-28,19.585864709969517,30
NXPI,2020-03-16,73.60629272460938,35.56938004689406,90.12005615234376,2020-04-28,22.43526037851002,30
NRG,2020-03-16,20.977783203125,31.260657749581156,26.321258544921875,2020-04-23,25.47206866453302,27
CMG,2020-03-16,11.43019962310791,31.260117875536952,15.420000076293944,2020-04-09,34.90578104270408,18
TEL,2020-03-16,55.7091064453125,32.57429072844787,67.1635971069336,2020-04-27,20.561253612756346,29
NKE,2020-03-16,62.498172760009766,30.857883032701384,84.13253784179688,2020-04-17,34.6159961585791,23
MU,2020-03-16,33.666927337646484,36.75415292490886,44.25437927246094,2020-04-28,31.447633544435533,30
DDOG,2020-03-16,28.959999084472656,32.50864826929728,40.400001525878906,2020-04-17,39.50277211003084,23
TRV,2020-03-16,76.01300811767578,34.595004250750286,93.15393829345705,2020-04-28,22.549995849717433,30
DECK,2020-03-16,18.55666732788086,37.04162124177092,24.65333366394043,2020-04-28,32.85431714831415,30
MLM,2020-03-16,165.29336547851562,32.2483595216602,182.39268493652344,2020-04-28,10.344831087748851,30
MHK,2020-03-16,85.43000030517578,33.17971538163719,87.51000213623047,2020-04-28,2.4347440285900017,30
NDSN,2020-03-16,97.19264221191406,36.226566125243686,139.4252166748047,2020-04-08,43.452439919072056,17
LULU,2020-03-16,138.97999572753906,40.612372262514626,225.8600006103516,2020-04-17,62.51259717487324,23
PAYX,2020-03-16,49.21425247192383,31.384390896572423,58.64371871948242,2020-04-28,19.160031441985222,30
LOW,2020-03-16,65.6708984375,37.36008345150183,89.8569107055664,2020-04-24,36.82911737698336,28
ROST,2020-03-16,70.26445770263672,34.845343183544756,87.95172882080078,2020-04-28,25.172429556088833,30
HPQ,2020-03-16,12.13500690460205,31.42683431709395,13.024569511413574,2020-04-28,7.330548831201471,30
WRB,2020-03-16,18.95399284362793,32.73969127602962,21.563108444213867,2020-04-28,13.76551960376563,30
HOLX,2020-03-16,32.25,36.64843702913567,43.790000915527344,2020-04-17,35.78294857527858,23
HLT,2020-03-16,68.75527954101562,33.06916240025986,74.89518737792969,2020-04-28,8.930089264274361,30
HII,2020-03-16,138.6906280517578,35.97580910453971,169.31996154785156,2020-04-28,22.08464546332808,30
HIG,2020-03-16,29.756505966186523,39.990480764196775,34.94391250610352,2020-04-28,17.43284828471344,30
RTX,2020-03-16,50.25603866577149,36.61750010414752,57.427024841308594,2020-04-28,14.268904525539405,30
INVH,2020-03-16,17.81930923461914,31.47744957480857,19.646045684814453,2020-04-28,10.251443679120573,30
HCA,2020-03-16,80.96204376220703,39.0943971727555,110.88300323486328,2020-04-17,36.95677391808051,23
FICO,2020-03-16,240.67999267578125,38.345578882552,324.8900146484375,2020-04-28,34.98837648964662,30
XYZ,2020-03-16,41.27000045776367,43.60110987218052,63.54999923706055,2020-04-27,53.985942651245075,29
SBUX,2020-03-16,52.24661636352539,30.64895248797032,68.75257110595703,2020-04-17,31.592389883366383,23
FOX,2020-03-16,21.544166564941406,32.25545232645482,25.055889129638672,2020-04-28,16.300108681910462,30
CB,2020-03-16,92.1499481201172,33.12655782037344,101.0777816772461,2020-04-28,9.688376107918678,30
FOXA,2020-03-16,22.415773391723636,30.96354528660152,25.337947845458984,2020-04-28,13.036241947441681,30
FRT,2020-03-16,68.09739685058594,30.375130661171003,61.77078628540039,2020-04-28,-9.29053217565263,30
GDDY,2020-03-16,44.41999816894531,35.732724799112844,63.84000015258789,2020-04-14,43.71905174282379,20
AIZ,2020-03-16,76.27339935302734,34.77828083473889,99.61907196044922,2020-04-28,30.607882702811867,30
CBRE,2020-03-16,38.400001525878906,35.15441091584317,41.900001525878906,2020-04-28,9.114582971152347,30
EXC,2020-03-16,18.009597778320312,33.65908986866961,22.33638572692871,2020-04-28,24.02490051064284,30
IQV,2020-03-16,102.36000061035156,32.637863011668394,131.57000732421875,2020-04-17,28.536544098958522,23
LKQ,2020-03-16,18.641218185424805,36.264257609286474,21.96477699279785,2020-04-28,17.829085922998697,30
LH,2020-03-16,100.57740020751952,31.57204786759667,127.15934753417967,2020-04-22,26.42934423818284,26
LEN,2020-03-16,32.95597839355469,42.08807411657619,44.57368469238281,2020-04-28,35.25219661237622,30
UHS,2020-03-16,79.73165130615234,39.68462393879541,102.83139038085938,2020-04-28,28.971855839294,30
ULTA,2020-03-16,161.5399932861328,39.69971787377122,218.67999267578125,2020-04-28,35.3720451680578,30
KMX,2020-03-16,54.95000076293945,39.80522895534463,70.95999908447266,2020-04-24,29.135574338937964,28
EG,2020-03-16,162.35667419433594,31.83681826771761,159.7249298095703,2020-04-28,-1.620964704915985,30
BSX,2020-03-16,27.549999237060547,32.965435611795876,36.83000183105469,2020-04-09,33.68422087471634,18
EIX,2020-03-16,35.88266372680664,36.842594331579626,47.785194396972656,2020-04-27,33.17069981422273,29
ETR,2020-03-16,35.55498504638672,30.20598552816816,40.85503005981445,2020-04-28,14.90661578541812,30
ENPH,2020-03-16,27.450000762939453,30.34585851085705,41.400001525878906,2020-04-14,50.81967349805506,20
AME,2020-03-16,60.40630340576172,33.918644373532054,76.57516479492188,2020-04-27,26.76684464624585,29
AMAT,2020-03-16,38.60303115844727,32.757087594430914,48.02282333374024,2020-04-28,24.4016904699249,30
WAB,2020-03-16,46.57967758178711,34.483151107249924,54.56254196166992,2020-04-28,17.138084233979654,30
WDAY,2020-03-16,120.19000244140624,32.05197353082329,145.07000732421875,2020-04-28,20.70056109279285,30
PODD,2020-03-17,130.11000061035156,30.897235794937988,182.94000244140625,2020-04-09,40.60410543634379,17
SYK,2020-03-17,132.10911560058594,31.236357505429723,179.2718505859375,2020-04-17,35.69983401292438,22
VMC,2020-03-17,88.87039947509766,30.57275933869772,105.86270904541016,2020-04-28,19.120325407194674,29
YUM,2020-03-17,59.36434173583984,33.22912091634662,76.29708862304688,2020-04-17,28.523430719664304,22
CBOE,2020-03-18,70.22777557373047,34.66473672212639,92.013671875,2020-04-30,31.021766136387214,30
ROK,2020-03-18,117.19760131835938,32.75203140660537,154.37339782714844,2020-04-23,31.720612103487955,25
CME,2020-03-18,116.07957458496094,30.183162140391744,155.5792694091797,2020-04-17,34.02811818138439,21
PPL,2020-03-18,18.313608169555664,31.632299656101164,20.40911102294922,2020-04-30,11.442326569360018,30
PEG,2020-03-18,31.99364471435547,31.142964530503157,44.27768325805664,2020-04-09,38.39524584765222,16
PNR,2020-03-18,23.684986114501957,39.21896282503108,32.07805633544922,2020-04-28,35.43624716675816,28
SPGI,2020-03-18,184.79513549804688,31.62404830579431,271.3831481933594,2020-04-09,46.85621862390835,16
REG,2020-03-18,30.25245475769043,37.261913028981475,35.15176773071289,2020-04-30,16.194761754918463,30
PNW,2020-03-18,51.51754379272461,30.141349813226313,60.49009323120117,2020-04-30,17.416493058319446,30
PPG,2020-03-18,66.06157684326172,36.49625862689082,86.97079467773438,2020-04-27,31.651103158015818,27
FTV,2020-03-18,27.639427185058597,37.75986369976155,39.24479293823242,2020-04-27,41.98844525782172,27
MCD,2020-03-18,121.6602020263672,32.299925225219454,164.9014434814453,2020-04-17,35.54263492485942,21
TDY,2020-03-18,201.17999267578125,43.47091817175506,329.8099975585937,2020-04-08,63.937771928499224,15
HD,2020-03-18,137.15904235839844,30.974187170123628,184.56494140625,2020-04-17,34.56272239345278,21
HUBB,2020-03-18,87.78517150878906,30.424275768943016,111.33197021484376,2020-04-27,26.82320749774601,27
ALL,2020-03-18,66.34405517578125,32.95429674656749,92.13522338867188,2020-04-17,38.87487453782541,21
WBD,2020-03-18,19.8799991607666,30.314568686215758,23.420000076293945,2020-04-28,17.806846403261297,28
ESS,2020-03-18,169.9640350341797,31.462963360220197,203.0002899169922,2020-04-30,19.437203215473748,30
JCI,2020-03-18,23.457054138183597,32.113808412172965,25.943572998046875,2020-04-30,10.600303197560091,30
CPAY,2020-03-18,200.50999450683597,30.836395033065394,232.25999450683597,2020-04-27,15.83462214843238,27
UNP,2020-03-18,102.5635757446289,32.23242403400809,135.72647094726562,2020-04-23,32.33398890577721,25
KKR,2020-03-18,18.51278305053711,34.35429844412106,24.083669662475582,2020-04-28,30.092107689755732,28
CTAS,2020-03-18,42.24673080444336,35.434668913372484,54.82010269165039,2020-04-29,29.761762976188937,29
O,2020-03-18,31.47968101501465,43.49061047297413,41.03130340576172,2020-04-30,30.34218290265171,30
LRCX,2020-03-18,18.14999771118164,34.99592186221022,26.241849899291992,2020-04-17,44.583213270188,21
AXON,2020-03-18,52.61000061035156,30.846924144163278,76.5199966430664,2020-03-26,45.44762546155589,6
BXP,2020-03-18,66.7457046508789,34.93206117082247,74.30921936035156,2020-04-30,11.331837380449409,30
MCO,2020-03-18,166.81631469726562,30.41148389272591,231.2369384765625,2020-04-09,38.61769989116828,16
MTCH,2020-03-18,51.08458709716797,31.138414215666387,67.2057113647461,2020-04-06,31.557706900741202,13
AVB,2020-03-19,121.09589385986328,30.38708054876461,132.21453857421875,2020-05-01,9.181685984516024,30
SW,2020-03-19,17.861522674560547,35.87404894521674,23.939697265625,2020-04-27,34.02943131898466,26
AJG,2020-03-19,64.49192810058594,30.32312329834321,72.92151641845703,2020-05-01,13.070764925377548,30
GPN,2020-03-19,125.30491638183594,31.01073264691985,156.36227416992188,2020-04-28,24.7854263702202,27
GD,2020-03-19,103.56778717041016,31.26853151750596,113.06607055664062,2020-05-01,9.171078812953702,30
ALLE,2020-03-20,76.89647674560547,32.70909895199679,87.96127319335938,2020-05-04,14.389211204512364,30
AZO,2020-03-20,728.1300048828125,30.99843831942442,977.1400146484376,2020-04-14,34.19856455519939,16
ALB,2020-03-20,50.23495101928711,32.82588781626269,53.8157958984375,2020-05-04,7.1281942283084305,30
TER,2020-03-20,43.32046127319336,31.139096747155737,61.40570068359375,2020-04-08,41.74756888286301,13
ADP,2020-03-20,100.3843994140625,31.679408267935074,130.6448516845703,2020-04-29,30.14457669432321,27
UDR,2020-03-20,25.999500274658203,31.374196165193247,29.96208953857422,2020-05-04,15.241020873691038,30
ORLY,2020-03-20,17.584667205810547,32.36461838712126,23.75666618347168,2020-04-14,35.09875339364798,16
SNA,2020-03-20,87.06934356689453,33.73062911176257,109.01323699951172,2020-04-27,25.20277807740437,25
MAS,2020-03-20,26.94736099243164,34.10609880100161,36.69212341308594,2020-04-17,36.162214264288004,19
